,cultural,dijkstra,genetico
0,0.0430376420864763,0.0430376420864763,0.0430376420864763
1,0.06625385065996335,0.06564595120105206,0.06625385065996335
2,0.08313924323827927,0.08325921812386543,0.08313924323827927
3,0.1086802515543743,0.10647362791582919,0.11008053574837538
4,0.13248296141366656,0.12909613854416013,0.13390388101414144
5,0.13534173078141526,0.13983906218109557,0.1355269166249647
6,0.1465599197084082,0.16197565553814863,0.14977062549024844
7,0.17765311212234153,0.21853963651308825,0.1831859710785736
8,0.22113405392475124,0.26512978382808533,0.2330373799512547
9,0.2531269790687423,0.2915506661098391,0.2593376353152567
10,0.2552679868880352,0.2975982905402306,0.2628180441877029
11,0.28963316700366243,0.33493401123671646,0.2992271554929725
12,0.30797862128535997,0.35995200978831793,0.32041262966174294
13,0.3524975448933569,0.40620189425469677,0.3646149610276501
14,0.4036192110547608,0.4582887480872475,0.4112492462393913
15,0.40461815533089546,0.4625538504978524,0.41101620658791793
16,0.4213985801016518,0.48146716216867086,0.42714444772322535
17,0.4421868148427531,0.5010350014991695,0.445660694049609
18,0.47014156337255447,0.5328246550104575,0.4718699712899676
19,0.49225391505108107,0.5530708603998014,0.4946428801631576
20,0.5508781560900221,0.6130255222330395,0.5528627806434243
21,0.6133545816712734,0.6716542197508261,0.6138587486642902
22,0.6530391584985296,0.7082753039382577,0.6536295298849818
23,0.6587635436888614,0.7219620468403599,0.6626743808726387
24,0.6823532426297048,0.736160752313483,0.6862503251483628
25,0.7272293301987336,0.7874884140561862,0.7244166553748027
26,0.7263879377019975,0.794652072031789,0.723538985567719
27,0.7348795042143206,0.8074114416076609,0.7322894553580377
28,0.7405257466783356,0.8185659895333908,0.7402541639685166
29,0.7837114958747471,0.8659299925213655,0.7750188617310944
